title,url,category,cooking_time,portion,ingredients,steps,calories,protein,carbs,fat,image_url
Tumis Tahu Kecombrang ala SAORI,https://www.dapurumami.com/resep/tumis-tahu-kecombrang-ala-saori,Aneka Resep,0,4,"TIPS
Goreng tahu hingga setengah matang. Lalu angkat dan sisihkan.
Potong kecombrang
bawang putih
bawang merah
cabai merah besar
cabai rawit merah
dan daun bawang
lalu sisihkan.
Tumis bawang merah
bawang putih
dan kecombrang hingga harum.
Masukkan tahu
cabai merah besar
cabai rawit merah
SAORI Saus Tiram
AJINOMOTO Terasi Udang
air
dan daun bawang.
Masak semua bahan hingga matang
aromanya harum
dan bumbunya meresap.
Sajikan.","1. Goreng tahu hingga setengah matang. Lalu angkat dan sisihkan.
2. Potong kecombrang, bawang putih, bawang merah, cabai merah besar, cabai rawit merah, dan daun bawang, lalu sisihkan.
3. Tumis bawang merah, bawang putih, dan kecombrang hingga harum.
4. Masukkan tahu, cabai merah besar, cabai rawit merah, SAORI Saus Tiram, AJINOMOTO Terasi Udang, air, dan daun bawang.
5. Masak semua bahan hingga matang, aromanya harum, dan bumbunya meresap.
6. Sajikan.",297.5,22.0,8.3,22.5,https://assets.dapurumami.com/uploads/recipe/tumis-tahu-kecombrang-ala-saori-18cc6b36782812e2c1c5e9f05943f394.jpg
Pillow Potato ala Sajiku,https://www.dapurumami.com/resep/pillow-potato-ala-masako,Aneka Resep,30,2,"TIPS
Kupas dan potong kentang berbentuk kotak
kemudian kukus dalam panci kukusan yang sudah disiapkan.
Tumbuk kentang kukus hingga halus
lalu tambahkan keju cheddar
daun bawang
dan Sajiku Tepung Bumbu Serbaguna. Aduk hingga tercampur rata.
Bentuk memanjang dan potong seukuran 2-3 cm.
Panaskan minyak
lalu goreng kentang hingga berwarna kecokelatan. Angkat dan tiriskan.
Sajikan.","1. Kupas dan potong kentang berbentuk kotak, kemudian kukus dalam panci kukusan yang sudah disiapkan.
2. Tumbuk kentang kukus hingga halus, lalu tambahkan keju cheddar, daun bawang, dan Sajiku Tepung Bumbu Serbaguna. Aduk hingga tercampur rata.
3. Bentuk memanjang dan potong seukuran 2-3 cm.
4. Panaskan minyak, lalu goreng kentang hingga berwarna kecokelatan. Angkat dan tiriskan.
5. Sajikan.",224.5,8.5,29.5,8.5,https://assets.dapurumami.com/uploads/recipe/pillow-potato-1438dafa61248f5115dab6a48db4700d.jpg
Oseng Telur Bawang Terasi ala AJINOMOTO Terasi Udang,https://www.dapurumami.com/resep/oseng-telur-bawang-terasi-ala-ajinomoto-terasi-udang,Aneka Resep,25,2,"TIPS
Terlebih dahulu
belah dua bagian bawang merah dan bawang putih. Iris juga cabai. Setelah itu
pecahkan telur ke dalam mangkuk
kocok hingga rata
lalu sisihkan.
Panaskan minyak
lalu tumis semua bahan yang sudah diiris hingga layu. Tambahkan AJINOMOTO Terasi Udang dan perasan jeruk limo
kemudian aduk hingga tercampur rata.
Tambahkan telur
kemudian orak-arik hingga tercampur rata dengan semua bahan.
Sajikan.","1. Terlebih dahulu, belah dua bagian bawang merah dan bawang putih. Iris juga cabai. Setelah itu, pecahkan telur ke dalam mangkuk, kocok hingga rata, lalu sisihkan.
2. Panaskan minyak, lalu tumis semua bahan yang sudah diiris hingga layu. Tambahkan AJINOMOTO Terasi Udang dan perasan jeruk limo, kemudian aduk hingga tercampur rata.
3. Tambahkan telur, kemudian orak-arik hingga tercampur rata dengan semua bahan.
4. Sajikan.",177.0,9.5,18.5,14.0,https://assets.dapurumami.com/uploads/recipe/oseng-telur-bawang-terasi-ala-ajinomoto-terasi-udang-1e32f04b74e9412a52f09687d3b58c64.jpg
Sate Udang ala Masako,https://www.dapurumami.com/resep/sate-udang-ala-masako,Aneka Resep,30,3,"TIPS
Masukkan udang ke dalam chopper
haluskan.
Tambahkan putih telur
wortel
brokoli
dan Masako Bumbu Kaldu Rasa Jamur. Lalu haluskan hingga tercampur rata.
Tambahkan tepung tapioka
haluskan lagi hingga tercampur rata
masukkan ke dalam piping bag.
Goreng adonan di api sedang hingga mengembang dan matang
angkat lalu tiriskan. Tusuk adonan matang dengan tusuk sate.
Sajikan.","1. Masukkan udang ke dalam chopper, haluskan.
2. Tambahkan putih telur, wortel, brokoli, dan Masako Bumbu Kaldu Rasa Jamur. Lalu haluskan hingga tercampur rata.
3. Tambahkan tepung tapioka, haluskan lagi hingga tercampur rata, masukkan ke dalam piping bag.
4. Goreng adonan di api sedang hingga mengembang dan matang, angkat lalu tiriskan. Tusuk adonan matang dengan tusuk sate.
5. Sajikan.",313.0,20.0,5.0,20.0,https://assets.dapurumami.com/uploads/recipe/sate-udang-ala-masako-9a3e6142a082000c225ae6ba8cb1d34d.jpg
Cheese Roll Sayur ala Masako,https://www.dapurumami.com/resep/cheese-roll-sayur-ala-masako-2,Aneka Resep,0,5,"Panaskan minyak
lalu masukkan jamur dan bayam. Tumis hingga layu
kemudian tambahkan tepung terigu dan aduk hingga tercampur rata.
Tambahkan susu dan Masako Rasa Ayam
lalu aduk hingga adonan menggumpal. Setelah itu
sisihkan.
Siapkan kulit kebab
tambahkan parutan keju mozzarella
lalu isi dengan 1 sdm adonan bayam. Gulung memanjang dan lakukan hingga semua bahan habis.
Panaskan minyak di atas wajan datar. Masak kebab hingga matang dan berwarna kecokelatan di semua sisinya.
Sajikan.","1. Panaskan minyak, lalu masukkan jamur dan bayam. Tumis hingga layu, kemudian tambahkan tepung terigu dan aduk hingga tercampur rata.
2. Tambahkan susu dan Masako Rasa Ayam, lalu aduk hingga adonan menggumpal. Setelah itu, sisihkan.
3. Siapkan kulit kebab, tambahkan parutan keju mozzarella, lalu isi dengan 1 sdm adonan bayam. Gulung memanjang dan lakukan hingga semua bahan habis.
4. Panaskan minyak di atas wajan datar. Masak kebab hingga matang dan berwarna kecokelatan di semua sisinya.
5. Sajikan.",322.0,7.6,24.8,14.2,https://assets.dapurumami.com/uploads/recipe/cheese-roll-sayur-ala-masako-2-cf0d6f08e02dfc903e6d71a4cd5c6a32.jpg
Tongkol Goreng Asam ala Masako,https://www.dapurumami.com/resep/tongkol-goreng-asam-ala-masako,Aneka Resep,30,2,"Bahan Marinasi Ikan
TIPS
Siapkan ikan tongkol dan marinasi dengan perasan jeruk nipis selama 10 menit.
Panaskan minyak dan goreng ikan hingga matang
angkat dan sisihkan.
Panaskan minyak dalam wajan
tumis bawang putih
bawang merah
dan cabai rawit hingga harum. Tambahkan asam jawa
air
gula pasir
dan Masako Light
lalu aduk hingga rata.
Tambahkan ikan tongkol yang sudah digoreng
aduk hingga bumbu meresap.
Sajikan.","1. Siapkan ikan tongkol dan marinasi dengan perasan jeruk nipis selama 10 menit.
2. Panaskan minyak dan goreng ikan hingga matang, angkat dan sisihkan.
3. Panaskan minyak dalam wajan, tumis bawang putih, bawang merah, dan cabai rawit hingga harum. Tambahkan asam jawa, air, gula pasir, dan Masako Light, lalu aduk hingga rata.
4. Tambahkan ikan tongkol yang sudah digoreng, aduk hingga bumbu meresap.
5. Sajikan.",292.5,4.0,18.0,9.0,https://assets.dapurumami.com/uploads/recipe/tongkol-goreng-asam-ala-masako-d8db1a7db781196cd155f823148c3ecf.jpg
Fish and Chips ala Masako,https://www.dapurumami.com/resep/fish-and-chips-ala-masako,Aneka Resep,0,2,"Bahan Marinasi
Marinasi ikan dori dengan air lemon
lada
dan Masako Bumbu Kaldu Rasa Jamur selama satu jam.
Campurkan terigu
baking powder
Masako Bumbu Kaldu Rasa Jamur
dan air soda. Aduk rata.
Celupan ikan dori yang sudah dimarinasi ke dalam adonan tepung.
Goreng ikan dori hingga matang.
Angkat
lalu sajikan dengan kentang goreng dan mayones.","1. Marinasi ikan dori dengan air lemon, lada, dan Masako Bumbu Kaldu Rasa Jamur selama satu jam.
2. Campurkan terigu, baking powder, Masako Bumbu Kaldu Rasa Jamur, dan air soda. Aduk rata.
3. Celupan ikan dori yang sudah dimarinasi ke dalam adonan tepung.
4. Goreng ikan dori hingga matang.
5. Angkat, lalu sajikan dengan kentang goreng dan mayones.",493.0,23.0,70.0,13.0,https://assets.dapurumami.com/uploads/recipe/fish-and-chips-ala-masako-a507e75471226a97d5f801d2e125eeae.webp
Nasi Goreng Kunyit ala Sajiku,https://www.dapurumami.com/resep/nasi-goreng-kunyit-ala-sajiku,Aneka Resep,0,2,"Uleg kunyit hingga halus.
Panaskan minyak dalam wajan
tumis telur dan ayam hingga harum dan matang.
Masukkan potongan wortel
kunyit
dan sawi. Aduk rata hingga layu.
Masukkan nasi putih dan Sajiku Nasi Goreng Spesial.
Masak dengan api besar hingga seluruhnya tercampur rata.
Sajikan.","1. Uleg kunyit hingga halus.
2. Panaskan minyak dalam wajan, tumis telur dan ayam hingga harum dan matang.
3. Masukkan potongan wortel, kunyit, dan sawi. Aduk rata hingga layu.
4. Masukkan nasi putih dan Sajiku Nasi Goreng Spesial.
5. Masak dengan api besar hingga seluruhnya tercampur rata.
6. Sajikan.",952.0,44.5,79.0,49.5,https://assets.dapurumami.com/uploads/recipe/nasi-goreng-kunyit-ala-sajiku-6594ae425c419797384121ade3cf030d.webp
Kailan Tumis Krispi ala AJI-NO-MOTO,https://www.dapurumami.com/resep/kailan-tumis-krispi-ala-aji-no-moto,Aneka Resep,30,2,"Bahan Kailan Tumis
Bahan Cabai Garam
Bahan Kailan Goreng
Rebus batang kailan yang sudah dipisahkan dari daunnya
lalu tiriskan.
Tumis bawang putih hingga harum
lalu masukkan batang kailan
AJI-NO-MOTO
air
dan lada putih. Masak hingga matang
kemudian sisihkan.
Panaskan minyak
tumis bawang putih dan cabai hingga harum. Tambahkan garam
masak hingga matang
lalu sisihkan.
Goreng daun kailan selama 10 menit denga api besar. Lalu tiriskan.
Masukkan ke dalam wadah
lalu tambahkan bahan cabai garam
AJI-NO-MOTO
dan gula. Aduk rata
kemudian sajikan.","1. Rebus batang kailan yang sudah dipisahkan dari daunnya, lalu tiriskan.
2. Tumis bawang putih hingga harum, lalu masukkan batang kailan, AJI-NO-MOTO, air, dan lada putih. Masak hingga matang, kemudian sisihkan.
3. Panaskan minyak, tumis bawang putih dan cabai hingga harum. Tambahkan garam, masak hingga matang, lalu sisihkan.
4. Goreng daun kailan selama 10 menit denga api besar. Lalu tiriskan.
5. Masukkan ke dalam wadah, lalu tambahkan bahan cabai garam, AJI-NO-MOTO, dan gula. Aduk rata, kemudian sajikan.",124.0,8.5,18.0,5.0,https://assets.dapurumami.com/uploads/recipe/kailan-tumis-krispi-ala-aji-no-moto-b14b9518135b1c5f2ec701e0cd0abe7c.jpg
Siomay Ayam Sayur ala Masako,https://www.dapurumami.com/resep/siomay-ayam-sayur-ala-masako,Aneka Resep,35,4,"Tips
Siapkan blender
lalu masukkan paha ayam
putih telur
bawang putih
batang jamur kancing
kulit wortel
dan batang brokoli. Blender semua bahan hingga halus.
Masukkan adonan ke dalam wadah
lalu tambahkan daun bawang
Masako Rasa Ayam
tepung tapioka
dan lada. Aduk hingga rata
kemudian sisihkan.
Siapkan kulit dimsum
lalu masukkan adonan ke dalam kulit dan bentuk menyerupai siomay.
Panaskan kukusan
lalu kukus siomay selama 15–20 menit.
Sajikan.","1. Siapkan blender, lalu masukkan paha ayam, putih telur, bawang putih, batang jamur kancing, kulit wortel, dan batang brokoli. Blender semua bahan hingga halus.
2. Masukkan adonan ke dalam wadah, lalu tambahkan daun bawang, Masako Rasa Ayam, tepung tapioka, dan lada. Aduk hingga rata, kemudian sisihkan.
3. Siapkan kulit dimsum, lalu masukkan adonan ke dalam kulit dan bentuk menyerupai siomay.
4. Panaskan kukusan, lalu kukus siomay selama 15–20 menit.
5. Sajikan.",360.0,30.8,24.0,17.5,https://assets.dapurumami.com/uploads/recipe/siomay-ayam-sayur-ala-masako-afb9af90e34c69972bc70103bb66ceea.jpg
Tumis Ayam Timun Jepang ala SAORI,https://www.dapurumami.com/resep/tumis-ayam-timun-jepang-ala-saori,Aneka Resep,0,3,"Potong ayam kecil-kecil. Lalu
lumuri ayam dengan tepung maizena.
Goreng ayam yang sudah dilumuri tepung hingga matang. Angkat sisihkan.
Tumis bawang bombai dan bawang putih dengan mentega hingga harum.
Masukan air
SAORI Saus Tiram
saus sambal
minyak wijen
dan cabai merah. Aduk hingga rata.
Masukkan ayam dan timun
lalu aduk hingga rata.
Angkat dan sajikan.","1. Potong ayam kecil-kecil. Lalu, lumuri ayam dengan tepung maizena.
2. Goreng ayam yang sudah dilumuri tepung hingga matang. Angkat sisihkan.
3. Tumis bawang bombai dan bawang putih dengan mentega hingga harum.
4. Masukan air, SAORI Saus Tiram, saus sambal, minyak wijen, dan cabai merah. Aduk hingga rata.
5. Masukkan ayam dan timun, lalu aduk hingga rata.
6. Angkat dan sajikan.",552.3,28.3,33.3,33.3,https://assets.dapurumami.com/uploads/recipe/tumis-ayam-timun-jepang-ala-saori-d49e0535c86ef202fcde47424623ff61.webp
Umami Chicken Wings ala Masako,https://www.dapurumami.com/resep/umami-chicken-wings-ala-masako,Aneka Resep,30,4,"TIPS
Potong cincang kubis
daun bawang
bawang putih
sisihkan.
Siapkan wadah
lalu masukkan kubis
daun bawang
bawang putih
dan Masako Rasa Ayam. Tambahkan tepung tapioka
kemudian aduk hingga semua bahan tercampur rata. Sisihkan.
Siapkan sayap ayam
lalu pisahkan tulangnya dengan hati-hati. Setelah itu
isi sayap ayam dengan adonan sayur hingga terisi penuh.
Panaskan minyak
lalu goreng ayam hingga berwarna kecokelatan dan matang merata.
Sajikan.","1. Potong cincang kubis, daun bawang, bawang putih, sisihkan.
2. Siapkan wadah, lalu masukkan kubis, daun bawang, bawang putih, dan Masako Rasa Ayam. Tambahkan tepung tapioka, kemudian aduk hingga semua bahan tercampur rata. Sisihkan.
3. Siapkan sayap ayam, lalu pisahkan tulangnya dengan hati-hati. Setelah itu, isi sayap ayam dengan adonan sayur hingga terisi penuh.
4. Panaskan minyak, lalu goreng ayam hingga berwarna kecokelatan dan matang merata.
5. Sajikan.",343.3,26.5,13.8,18.0,https://assets.dapurumami.com/uploads/recipe/umami-chicken-wings-ala-masako-d8ceee6e91c3ebadbbe723b45c0f48f4.jpg
Ayam Goreng Serai ala Sajiku,https://www.dapurumami.com/resep/ayam-goreng-serai-ala-sajiku,Aneka Resep,45,4,"Bumbu Halus
Tepung Basah
Tepung Kering
Siapkan blender
masukkan semua bahan bumbu halus
lalu haluskan. Setelah itu
sisihkan.
Masukkan ayam ke dalam wadah
tambahkan setengah bagian bumbu halus dan Sajiku Tepung Bumbu Menyerap Minyak Lebih Sedikit. Aduk hingga tercampur rata
lalu diamkan selama 30 menit untuk dimarinasi.
Balur ayam yang sudah dimarinasi ke dalam sisa tepung kering Sajiku Tepung Bumbu Menyerap Minyak Lebih Sedikit.
Goreng ayam hingga matang dan berwarna kuning kecokelatan
lalu angkat dan tiriskan. Setelah itu
tumis bumbu halus hingga harum
Sajikan.","1. Siapkan blender, masukkan semua bahan bumbu halus, lalu haluskan. Setelah itu, sisihkan.
2. Masukkan ayam ke dalam wadah, tambahkan setengah bagian bumbu halus dan Sajiku Tepung Bumbu Menyerap Minyak Lebih Sedikit. Aduk hingga tercampur rata, lalu diamkan selama 30 menit untuk dimarinasi.
3. Balur ayam yang sudah dimarinasi ke dalam sisa tepung kering Sajiku Tepung Bumbu Menyerap Minyak Lebih Sedikit.
4. Goreng ayam hingga matang dan berwarna kuning kecokelatan, lalu angkat dan tiriskan. Setelah itu, tumis bumbu halus hingga harum
5. Sajikan.",268.5,15.8,22.5,34.5,https://assets.dapurumami.com/uploads/recipe/ayam-goreng-sereh-ala-sajiku-52f87f5e6a44f3569070f97319666d42.jpg
Sup Pakcoi Ayam ala AJI-NO-MOTO,https://www.dapurumami.com/resep/sup-pakcoi-ayam-ala-aji-no-moto,Aneka Resep,25,2,"TIPS
Panaskan panci
tuang minyak tumis bawang putih
daun bawang
dan ayam hingga wangi dan matang.
Tambahkan air
AJI-NO-MOTO
garam
dan lada putih.
Masak sekitar 10 menit hingga matang.
Tambahkan pakcoy dan masak hingga matang.
Sajikan.","1. Panaskan panci, tuang minyak tumis bawang putih, daun bawang, dan ayam hingga wangi dan matang.
2. Tambahkan air, AJI-NO-MOTO, garam, dan lada putih.
3. Masak sekitar 10 menit hingga matang.
4. Tambahkan pakcoy dan masak hingga matang.
5. Sajikan.",102.5,34.0,10.0,6.0,https://assets.dapurumami.com/uploads/recipe/sup-pakcoi-ayam-ala-aji-no-moto-ceb6080342bca41a4606b22fbbf1703b.webp
Sosis Krispy Mozarella ala Sajiku,https://www.dapurumami.com/resep/sosis-krispy-mozarella-ala-sajiku,Aneka Resep,0,4,"TIPS
Adonan tepung basah: Tuangkan 4 sdm Sajiku Tepung Bumbu Serbaguna kedalam wadah. Tambahkan air
lalu aduk rata.
Adonan tepung kering: Tuang sisa Sajiku Tepung Bumbu Serbaguna ke dalam wadah lain. Tambahkan baking powder. Aduk rata.
Tusuk keju mozzarella
lalu sosis
dan akhiri dengan mozzarella lagi. Ulangi hingga bahan habis.
Celupkan tusukan sosis mozzarella ke dalam adonan tepung basah
lalu ke adonan tepung kering. Ulangi sekali lagi dengan mencelupkan ke adonan basah
kemudian ke adonan kering.
Goreng hingga matang kecokelatan dengan api sedang.
Sajikan.","1. Adonan tepung basah: Tuangkan 4 sdm Sajiku Tepung Bumbu Serbaguna kedalam wadah. Tambahkan air, lalu aduk rata.
2. Adonan tepung kering: Tuang sisa Sajiku Tepung Bumbu Serbaguna ke dalam wadah lain. Tambahkan baking powder. Aduk rata.
3. Tusuk keju mozzarella, lalu sosis, dan akhiri dengan mozzarella lagi. Ulangi hingga bahan habis.
4. Celupkan tusukan sosis mozzarella ke dalam adonan tepung basah, lalu ke adonan tepung kering. Ulangi sekali lagi dengan mencelupkan ke adonan basah, kemudian ke adonan kering.
5. Goreng hingga matang kecokelatan dengan api sedang.
6. Sajikan.",391.0,10.3,43.5,30.8,https://assets.dapurumami.com/uploads/recipe/sosis-krispy-mozarella-ala-sajiku-d1c78cbca79076b6827f6d9587c96e32.jpg
Golden Shrimp Ball ala Masako,https://www.dapurumami.com/resep/golden-shrimp-ball-ala-masako,Aneka Resep,45,4,"Marinasi Udang
Adonan Kentang
TIPS
Marinasi udang: Dalam wadah besar
campurkan udang
daun bawang
jahe
lada putih
dan Masako Bumbu Kaldu Rasa Jamur. Aduk hingga merata
lalu diamkan selama 15 menit agar bumbu meresap.
Membuat adonan kentang: Rebus kentang hingga matang
lalu tumbuk hingga halus.
Tambahkan tepung maizena dan Masako Bumbu Kaldu Rasa Jamur
lalu aduk hingga rata.
Membentuk shrimp ball: Ambil adonan kentang
bentuk bulat dan pipihkan
lalu bungkus udang yang sudah dimarinasi dengan adonan tersebut.
Balurkan shrimp ball ke dalam kocokan telur
lalu gulingkan ke tepung roti. Goreng hingga berwarna kecokelatan.
Sajikan.","1. Marinasi udang: Dalam wadah besar, campurkan udang, daun bawang, jahe, lada putih, dan Masako Bumbu Kaldu Rasa Jamur. Aduk hingga merata, lalu diamkan selama 15 menit agar bumbu meresap.
2. Membuat adonan kentang: Rebus kentang hingga matang, lalu tumbuk hingga halus.
3. Tambahkan tepung maizena dan Masako Bumbu Kaldu Rasa Jamur, lalu aduk hingga rata.
4. Membentuk shrimp ball: Ambil adonan kentang, bentuk bulat dan pipihkan, lalu bungkus udang yang sudah dimarinasi dengan adonan tersebut.
5. Balurkan shrimp ball ke dalam kocokan telur, lalu gulingkan ke tepung roti. Goreng hingga berwarna kecokelatan.
6. Sajikan.",270.3,28.3,65.3,7.8,https://assets.dapurumami.com/uploads/recipe/golden-shrimp-ball-ala-masako-2e6d88faaf93821f0ef8c563d3d9d891.webp
Nasi Goreng Ayam Cabe Ijo ala AJI-NO-MOTO,https://www.dapurumami.com/resep/nasi-goreng-ayam-cabe-ijo-ala-aji-no-moto,Aneka Resep,0,2,"Bumbu Halus
Haluskan bahan bumbu halus. Lalu
panaskan minyak dan mentega. Tumis bumbu halus
hingga harum.
Masukkan ayam
aduk rata.
Masukan telur
lalu orak-arik. Tambahkan nasi dan sawi. Aduk rata
Kemudian masukan AJI-NO-MOTO. Masak hingga harum dan matang. Masukkan daun bawang. Aduk rata.
Angkat dan sajikan.","1. Haluskan bahan bumbu halus. Lalu, panaskan minyak dan mentega. Tumis bumbu halus, hingga harum.
2. Masukkan ayam, aduk rata.
3. Masukan telur, lalu orak-arik. Tambahkan nasi dan sawi. Aduk rata
4. Kemudian masukan AJI-NO-MOTO. Masak hingga harum dan matang. Masukkan daun bawang. Aduk rata.
5. Angkat dan sajikan.",611.5,30.0,50.5,31.5,https://assets.dapurumami.com/uploads/recipe/nasi-goreng-ayam-cabe-ijo-ala-aji-no-moto-6aa0e84282e7b2ce7d351a3402701e82.jpg
Daging Sapi Tumis Jamur ala SAORI,https://www.dapurumami.com/resep/daging-sapi-tumis-jamur-ala-saori,Aneka Resep,35,3,"TIPS
Didihkan air panas di dalam pan. Tambahkan pakcoy
masak hingga matang
sisihkan.
Panaskan minyak di wajan dan tambahkan daging
masak daging hingga setengah matang.
Tambahkan bawang putih dan jamur kancing
tumis hingga harum. Tambahkan SAORI Saus Tiram.
Tambahkan air
lada putih
dan larutan air maizena. Aduk rata hingga saus mengental.
Sajikan saus di atas pakcoy.","1. Didihkan air panas di dalam pan. Tambahkan pakcoy, masak hingga matang, sisihkan.
2. Panaskan minyak di wajan dan tambahkan daging, masak daging hingga setengah matang.
3. Tambahkan bawang putih dan jamur kancing, tumis hingga harum. Tambahkan SAORI Saus Tiram.
4. Tambahkan air, lada putih, dan larutan air maizena. Aduk rata hingga saus mengental.
5. Sajikan saus di atas pakcoy.",160.7,18.3,40.0,0.7,https://assets.dapurumami.com/uploads/recipe/daging-sapi-tumis-jamur-ala-saori-f7aa8085c08ead3011fb153768d4a375.jpg
Rice Paper Dumpling ala AJI-NO-MOTO,https://www.dapurumami.com/resep/rice-paper-dumpling-ala-aji-no-moto,Aneka Resep,10,4,"Kupas kulit wortel menggunakan peeler. Siapkan blender
lalu masukkan semua bahan sayur. Blender hingga halus
sisihkan.
Siapkan tahu dalam wadah
hancurkan menggunakan garpu hingga halus. Tambahkan sayuran
lalu aduk hingga tercampur rata.
Panaskan sedikit minyak
masukkan adonan sayur
lalu tambahkan AJI-NO-MOTO dan garam
tumis sampai matang. Sisihkan.
Siapkan rice paper
celupkan ke dalam air dingin hingga lunak
lalu tiriskan. Tambahkan adonan isian di tengah rice paper
kemudian lipat membentuk kotak.
Panaskan sedikit minyak goreng
masak dumpling sebentar hingga berwarna kecokelatan.
Sajikan.","1. Kupas kulit wortel menggunakan peeler. Siapkan blender, lalu masukkan semua bahan sayur. Blender hingga halus, sisihkan.
2. Siapkan tahu dalam wadah, hancurkan menggunakan garpu hingga halus. Tambahkan sayuran, lalu aduk hingga tercampur rata.
3. Panaskan sedikit minyak, masukkan adonan sayur, lalu tambahkan AJI-NO-MOTO dan garam, tumis sampai matang. Sisihkan.
4. Siapkan rice paper, celupkan ke dalam air dingin hingga lunak, lalu tiriskan. Tambahkan adonan isian di tengah rice paper, kemudian lipat membentuk kotak.
5. Panaskan sedikit minyak goreng, masak dumpling sebentar hingga berwarna kecokelatan.
6. Sajikan.",89.5,3.5,12.3,1.8,https://assets.dapurumami.com/uploads/recipe/rice-paper-dumpling-ala-aji-no-moto-ebc07ffb7f9d9bf23fc48033afe0fc10.jpg
Ayam Saus Keju ala Masako,https://www.dapurumami.com/resep/ayam-saus-keju-ala-masako,Aneka Resep,0,5,"TIPS
Bumbui daging ayam yang sudah dipotong dengan Masako Rasa Ayam. Diamkan selama 1 jam.
Panaskan mentega
lalu tumis bawang putih hingga harum. Masukkan ayam dan bayam
aduk rata. Tumis hingga ayam berubah warna dan bayam menjadi layu.
Tambahkan tepung terigu
susu
dan keju.
Masak dengan api kecil
sambil di aduk rata. Masak hingga matang.
Angkat dan sajikan.","1. Bumbui daging ayam yang sudah dipotong dengan Masako Rasa Ayam. Diamkan selama 1 jam.
2. Panaskan mentega, lalu tumis bawang putih hingga harum. Masukkan ayam dan bayam, aduk rata. Tumis hingga ayam berubah warna dan bayam menjadi layu.
3. Tambahkan tepung terigu, susu, dan keju.
4. Masak dengan api kecil, sambil di aduk rata. Masak hingga matang.
5. Angkat dan sajikan.",200.0,16.4,3.6,11.6,https://assets.dapurumami.com/uploads/recipe/ayam-saus-keju-ala-masako-6ea1b576fb1e03fa501d7f1fa6359783.jpg
Nasi Tim Chicken Teriyaki ala SAORI,https://www.dapurumami.com/resep/nasi-tim-chicken-teriyaki-ala-saori,Aneka Resep,0,3,"Bahan Kuah Kaldu:
Panaskan minyak
lalu tumis bawang hingga harum. Tambahkan potongan ayam dan daun pandan
masak hingga ayam berubah warna.
Tambahkan jamur
SAORI Saus Teriyaki
minyak wijen
dan air. Masak hingga bahan matang dan kuah menyusut.
Siapkan mangkuk tahan panas. Ambil tumisan ayam dan jamur
lalu letakkan di dasar mangkuk. Tambahkan nasi di atasnya
tekan perlahan hingga padat.
Siram nasi dengan satu sendok sayur kuah kaldu
lalu kukus selama 35–40 menit hingga matang.
Angkat dan sajikan selagi hangat.","1. Panaskan minyak, lalu tumis bawang hingga harum. Tambahkan potongan ayam dan daun pandan, masak hingga ayam berubah warna.
2. Tambahkan jamur, SAORI Saus Teriyaki, minyak wijen, dan air. Masak hingga bahan matang dan kuah menyusut.
3. Siapkan mangkuk tahan panas. Ambil tumisan ayam dan jamur, lalu letakkan di dasar mangkuk. Tambahkan nasi di atasnya, tekan perlahan hingga padat.
4. Siram nasi dengan satu sendok sayur kuah kaldu, lalu kukus selama 35–40 menit hingga matang.
5. Angkat dan sajikan selagi hangat.",465.7,25.7,41.3,21.3,https://assets.dapurumami.com/uploads/recipe/nasi-tim-chicken-teriyaki-ala-saori-ee033a6e22fe513596ab4f734969e43a.jpg
Oseng Maklor ala Sajiku,https://www.dapurumami.com/resep/oseng-maklor-ala-sajiku,Aneka Resep,0,2,"Rebus makaroni sampai Al Dente (3/4 matang). Angkat dan tiriskan.
Tumis mentega
lalu masukkan bakso dan sosis. Masak dan aduk rata.
Lalu tambahkan makaroni
aduk hingga agak kering.
Kocok lepas telur dengan sedikit air. Lalu tuang di atas makaroni dan tambahkan Sajiku Nasi Goreng Super Pedas. Setelah itu
orak-arik makaroni sampai kering.
Sajikan.","1. Rebus makaroni sampai Al Dente (3/4 matang). Angkat dan tiriskan.
2. Tumis mentega, lalu masukkan bakso dan sosis. Masak dan aduk rata.
3. Lalu tambahkan makaroni, aduk hingga agak kering.
4. Kocok lepas telur dengan sedikit air. Lalu tuang di atas makaroni dan tambahkan Sajiku Nasi Goreng Super Pedas. Setelah itu, orak-arik makaroni sampai kering.
5. Sajikan.",560.0,24.0,77.5,19.0,https://assets.dapurumami.com/uploads/recipe/oseng-maklor-ala-sajiku-08e2ab37c7e8cc5745797802591d7e4f.jpg
Sup Ayam Jahe ala Sajiku,https://www.dapurumami.com/resep/sup-ayam-jahe-ala-sajiku,Aneka Resep,20,4,"Potong jahe dan daun bawang
lalu sisihkan.
Panaskan minyak
lalu tumis jahe hingga matang dan harum.
Tambahkan air dan masukkan ayam
masak hingga mendidih dan matang.
Tambahkan minyak wijen dan Sajiku Sayur Sop
aduk hingga rata. Lalu
tambahkan daun bawang.
Sajikan.","1. Potong jahe dan daun bawang, lalu sisihkan.
2. Panaskan minyak, lalu tumis jahe hingga matang dan harum.
3. Tambahkan air dan masukkan ayam, masak hingga mendidih dan matang.
4. Tambahkan minyak wijen dan Sajiku Sayur Sop, aduk hingga rata. Lalu, tambahkan daun bawang.
5. Sajikan.",339.0,34.5,0.0,28.0,https://assets.dapurumami.com/uploads/recipe/sup-ayam-jahe-ala-sajiku-a3c68435487ec05a7498cd39bd167b11.jpg
