title,url,category,cooking_time,portion,ingredients,steps,calories,protein,carbs,fat,image_url
Chicken Nanban ala Sajiku,https://www.dapurumami.com/resep/chicken-nanban-ala-sajiku,Aneka Resep,20,2,"Siapkan wadah
balur ayam dengan tepung basah
tepung kering Sajiku Tepung Bumbu Praktis
balur dengan telur kocok kemudian goreng hingga matang
angkat
dan sisihkan.
Untuk saus tartar siapkan mangkuk
tuang mayonnaise
perasan jeruk lemon
bawang bombay
telur rebus cincang
daun seledri
gula
garam
dan lada. Aduk merata.
Untuk saus nanban campurkan gula
dan kecap asin. Masak hingga mendidih lalu masukkan ayam yang sudah digoreng.
Siapkan piring
cetak nasi
dan tata ayam kemudian balur dengan saus tartar di atasnya.
Sajikan. Tips: Pastikan ada bahan segar mayonaise dari tambahan perasan jeruk lemon potongan daun seledri dan rasa creamy dari irisan telur rebus. Masak saus nanban sampai mendidih untuk menimbulkan rasa manis.","1. Siapkan wadah, balur ayam dengan tepung basah, tepung kering Sajiku Tepung Bumbu Praktis, balur dengan telur kocok kemudian goreng hingga matang, angkat, dan sisihkan.
2. Untuk saus tartar siapkan mangkuk, tuang mayonnaise, perasan jeruk lemon, bawang bombay, telur rebus cincang, daun seledri, gula, garam, dan lada. Aduk merata.
3. Untuk saus nanban campurkan gula, dan kecap asin. Masak hingga mendidih lalu masukkan ayam yang sudah digoreng.
4. Siapkan piring, cetak nasi, dan tata ayam kemudian balur dengan saus tartar di atasnya.
5. Sajikan. Tips: Pastikan ada bahan segar mayonaise dari tambahan perasan jeruk lemon potongan daun seledri dan rasa creamy dari irisan telur rebus. Masak saus nanban sampai mendidih untuk menimbulkan rasa manis.",319.7,15.4,14.6,21.7,https://assets.dapurumami.com/uploads/recipe/chicken-nanban-ala-sajiku-s8dx7zmx-77a38df68f5e7746317beaf3c33276ec.webp
Tumis Brokoli Wortel Jamur Champignon ala SAORI,https://www.dapurumami.com/resep/tumis-brokoli-wortel-jamur-champignon-ala-saori,Aneka Resep,20,2,"Kupas wortel
cuci lalu potong menyerong. Potong brokoli kemudian rendam dalam air garam. Cuci jamur champignon kemudian potong tipis lalu sisihkan.
Kupas bawang putih dan bawang Bombay. Cincang bawang putih lalu sisihkan. Potong bawang Bombay memanjang. Cuci cabai merah besar lalu potong menyerong.
Panaskan minyak diatas wajan lalu tumis bawang putih hingga harum
tambahkan bawang Bombay aduk hingga setengah layu.
Masukan wortel
brokoli dan cabai merah besar
aduk lalu tambahkan SAORI dan sedikit air. Tumis hingga agak layu lalu sajikan.","1. Kupas wortel, cuci lalu potong menyerong. Potong brokoli kemudian rendam dalam air garam. Cuci jamur champignon kemudian potong tipis lalu sisihkan.
2. Kupas bawang putih dan bawang Bombay. Cincang bawang putih lalu sisihkan. Potong bawang Bombay memanjang. Cuci cabai merah besar lalu potong menyerong.
3. Panaskan minyak diatas wajan lalu tumis bawang putih hingga harum, tambahkan bawang Bombay aduk hingga setengah layu.
4. Masukan wortel, brokoli dan cabai merah besar, aduk lalu tambahkan SAORI dan sedikit air. Tumis hingga agak layu lalu sajikan.",71.5,2.5,6.5,4.0,https://assets.dapurumami.com/uploads/recipe/tumis-brokoli-mix-jamur-enoki-3i537nmw-697315234a131.webp
Rolade Tempe ala AJI-NO-MOTO,https://www.dapurumami.com/resep/rolade-tempe-ala-aji-no-moto,Aneka Resep,20,6,"Cincang tempe dan bawang putih hingga halus.
Tambahkan lada bubuk
Saori Saus Tiram
dan MSG AJI-NO-MOTO MSG
lalu campurkan semua bumbu hingga merata.
Kocok telur lalu tuangkan di wajan anti lengket yang sudah dipanaskan
angkat lalu ulangi sampai semua kocokan telur habis.
Ambil 1 lembar telur dadar
letakkan di atas alumunium foil. Ambil adonan tempe yang sudah ditambahkan bumbu tadi
lalu gulung dengan telur dadar.
Setelah semua adonan digulung dan dilapisi alumunium foil
masukkan ke dalam kukusan yang sudah disiapkan. Kukus hingga matang lalu angkat dan dinginkan. Potong lalu sajikan.","1. Cincang tempe dan bawang putih hingga halus.
2. Tambahkan lada bubuk, Saori Saus Tiram, dan MSG AJI-NO-MOTO MSG, lalu campurkan semua bumbu hingga merata.
3. Kocok telur lalu tuangkan di wajan anti lengket yang sudah dipanaskan, angkat lalu ulangi sampai semua kocokan telur habis.
4. Ambil 1 lembar telur dadar, letakkan di atas alumunium foil. Ambil adonan tempe yang sudah ditambahkan bumbu tadi, lalu gulung dengan telur dadar.
5. Setelah semua adonan digulung dan dilapisi alumunium foil, masukkan ke dalam kukusan yang sudah disiapkan. Kukus hingga matang lalu angkat dan dinginkan. Potong lalu sajikan.",16.2,1.5,1.0,0.8,https://assets.dapurumami.com/uploads/recipe/rolade-asam-manis-zap6nz5i-696ae67852a1a.webp
Nasi Goreng Gila ala Sajiku,https://www.dapurumami.com/resep/nasi-goreng-gila-ala-sajiku,Aneka Resep,20,2,"Masukkan minyak untuk menumis telur menjadi orak-arik. Setelah itu masukkan cabai yang sudah dipotong
tumis hingga wangi.
Masukkan sosis dan bakso yang sudah diiris
masak hingga matang.
Masukkan nasi dan sawi
aduk hingga tercampur rata.
Setelah tercampur rata
masukkan saus sambal dan Sajiku Sajiku Nasi Goreng Rasa Ayam
masak hingga tercampur rata.
Sajikan.","1. Masukkan minyak untuk menumis telur menjadi orak-arik. Setelah itu masukkan cabai yang sudah dipotong, tumis hingga wangi.
2. Masukkan sosis dan bakso yang sudah diiris, masak hingga matang.
3. Masukkan nasi dan sawi, aduk hingga tercampur rata.
4. Setelah tercampur rata, masukkan saus sambal dan Sajiku Sajiku Nasi Goreng Rasa Ayam, masak hingga tercampur rata.
5. Sajikan.",339.9,13.6,27.1,19.0,https://assets.dapurumami.com/uploads/recipe/nasi-goreng-bumbu-bacem-ala-masako-u7flepp7-699f6bc202c11.webp
Korean Stir Fry Beef ala SAORI,https://www.dapurumami.com/resep/beef-bulgogi-ala-saori,Aneka Resep,20,5,"Marinasi daging sapi dengan kecap manis dan saus tiram
simpan di kulkas dan diamkan hingga 1 jam agar bumbu meresap.
Cincang halus bawang putih dan jahe
lalu potong bawang bombay memanjang sedangkan daun bawang dipotong menyerong.
Panaskan minyak lalu tumis bawang bombay
bawang putih dan jahe lalu tumis hingga harum kemudian masukkan daging sapi yang sudah dimarinasi.
Tambahkan minyak wijen
lada hitam bubuk
gula
madu
paprika bubuk
dan AJI-NO-MOTO MSG lalu aduk merata hingga daging matang dan bumbu meresap sempurna.
Terakhir tambahkan daun bawang tumis hingga agak layu lalu tambahkan wijen sangrai. Beef Bulgogi siap disajikan.","1. Marinasi daging sapi dengan kecap manis dan saus tiram, simpan di kulkas dan diamkan hingga 1 jam agar bumbu meresap.
2. Cincang halus bawang putih dan jahe, lalu potong bawang bombay memanjang sedangkan daun bawang dipotong menyerong.
3. Panaskan minyak lalu tumis bawang bombay, bawang putih dan jahe lalu tumis hingga harum kemudian masukkan daging sapi yang sudah dimarinasi.
4. Tambahkan minyak wijen, lada hitam bubuk, gula, madu, paprika bubuk, dan AJI-NO-MOTO MSG lalu aduk merata hingga daging matang dan bumbu meresap sempurna.
5. Terakhir tambahkan daun bawang tumis hingga agak layu lalu tambahkan wijen sangrai. Beef Bulgogi siap disajikan.",43.0,1.8,1.2,3.2,https://assets.dapurumami.com/uploads/recipe/korean-cheese-ball-xfkiue8p-698c7d1aeae96.webp
Calamari Ring ala AJI-NO-MOTO,https://www.dapurumami.com/resep/calamari-ring-ala-aji-no-moto,Aneka Resep,20,2,"Masukan telur
AJI-NO-MOTO MSG
lada
bubuk cabai
sejumput garam
dan cumi yang telah dipotong ring.
Keluarkan cumi yang telah dimarinasi dari dalam kulkas
lalu masukkan cumi ke dalam tepung panir.
Goreng cumi menggunakan teknik deep frying
masak hingga kecoklatan.
Siapkan mangkuk
tuang Mayumi Original
perasan jeruk nipis
bubuk bawang putih
bubuk bawang bombay
lada hitam
dan peterseli.
Sajikan.","1. Masukan telur, AJI-NO-MOTO MSG, lada, bubuk cabai, sejumput garam, dan cumi yang telah dipotong ring.
2. Keluarkan cumi yang telah dimarinasi dari dalam kulkas, lalu masukkan cumi ke dalam tepung panir.
3. Goreng cumi menggunakan teknik deep frying, masak hingga kecoklatan.
4. Siapkan mangkuk, tuang Mayumi Original, perasan jeruk nipis, bubuk bawang putih, bubuk bawang bombay, lada hitam, dan peterseli.
5. Sajikan.",268.0,23.0,8.6,15.5,https://assets.dapurumami.com/uploads/recipe/crispy-calamari-eia3eptm-f190e13ed85a8f3952f38e1d6dc19c54.webp
Tofu Egg Roll ala AJI-NO-MOTO,https://www.dapurumami.com/resep/tofu-egg-roll-ala-aji-no-moto,Aneka Resep,40,1,"Hancurkan tahu lalu masukkan wortel parut dan beri garam
lada
AJI-NO-MOTO
daun bawang
bawang putih lalu aduk rata dan tambahkan tepung terigu.
Kulit: Campurkan telur
air
tepung terigu
garam
dan minyak. Aduk lalu saring. Setelah itu buat di atas teflon.
Isi kulit dengan isian tahu
lipat
kukus selama 25 menit. Jika sudah matang angkat dan tunggu hingga dingin.
Potong menyerong
lalu goreng hingga keemasan.
Sajikan dengan Mayumi Pedas.","1. Hancurkan tahu lalu masukkan wortel parut dan beri garam, lada, AJI-NO-MOTO, daun bawang, bawang putih lalu aduk rata dan tambahkan tepung terigu.
2. Kulit: Campurkan telur, air, tepung terigu, garam, dan minyak. Aduk lalu saring. Setelah itu buat di atas teflon.
3. Isi kulit dengan isian tahu, lipat, kukus selama 25 menit. Jika sudah matang angkat dan tunggu hingga dingin.
4. Potong menyerong, lalu goreng hingga keemasan.
5. Sajikan dengan Mayumi Pedas.",183.0,9.2,6.8,14.5,https://assets.dapurumami.com/uploads/recipe/capcay-tofu-ala-saori-8um9fe1d-699b357184d81.webp
Money Bag Wonton ala SAORI,https://www.dapurumami.com/resep/money-bag-wonton-ala-saori,Aneka Resep,20,6,"Membuat Isian: Siapkan wadah campurkan udang giling
daging ayam giling
daun bawang
bawang putih
jahe parut
kecap asin
minyak wijen
SAORI Saus Tiram
kecap manis
garam
lada dan tepung maizena. Campurkan seluruh bahan sampai menjadi adonan.
Memasukan isi Wonton: Siapkan kulit pangsit
tuang 1 sdm adonan.
Melipat kulit Wonton: Lipat kulit pangsit seperti membentuk bungkus wonton.
Mengikat kulit Wonton: Ikat wonton yang sudah dikerucutkan dengan daun bawang yang sudah di-blanch.
Memasak Wonton: Goreng wonton sampai berwarna coklat keemasan dengan api. Tips: Pilihlah udang dan daging ayam yang sudah dicincang dengan tekstur yang agak kasar
supaya dapat merasakan rasa daging dari udang/ ayam. Kulit pangsit harus dalam keadaan lembab supaya tidak kering dan keras. Baiknya
ditutup dengan lap.
Sajikan dengan Chili Oil.","1. Membuat Isian: Siapkan wadah campurkan udang giling, daging ayam giling, daun bawang, bawang putih, jahe parut, kecap asin, minyak wijen, SAORI Saus Tiram, kecap manis, garam, lada dan tepung maizena. Campurkan seluruh bahan sampai menjadi adonan.
2. Memasukan isi Wonton: Siapkan kulit pangsit, tuang 1 sdm adonan.
3. Melipat kulit Wonton: Lipat kulit pangsit seperti membentuk bungkus wonton.
4. Mengikat kulit Wonton: Ikat wonton yang sudah dikerucutkan dengan daun bawang yang sudah di-blanch.
5. Memasak Wonton: Goreng wonton sampai berwarna coklat keemasan dengan api. Tips: Pilihlah udang dan daging ayam yang sudah dicincang dengan tekstur yang agak kasar, supaya dapat merasakan rasa daging dari udang/ ayam. Kulit pangsit harus dalam keadaan lembab supaya tidak kering dan keras. Baiknya, ditutup dengan lap.
6. Sajikan dengan Chili Oil.",30.5,2.2,0.7,2.1,https://assets.dapurumami.com/uploads/recipe/money-bag-dumplings-55qlureu-6996598adb23a.webp
Ayam Panggang Madu ala AJI-NO-MOTO,https://www.dapurumami.com/resep/ayam-panggang-madu-ala-aji-no-moto,Aneka Resep,30,2,"Bahan Marinasi Ayam (REG):
Bahan Marinasi Ayam (BIJAK GARAM):
Pelengkap:
Menghaluskan Bumbu marinasi: Haluskan bawang merah
bawang putih
jahe
cabe merah keriting dan beri minyak.
Menumis Bumbu: Tumis bumbu halus hingga wangi dan tidak langu.
Marinasi dada ayam: Di dalam wadah siapkan ayam beri perasan jeruk nipis
balurkan bumbu halus yang sudah diblender
kemudian tambahkan kecap manis
madu
ajinomoto
garam dan lada. Aduk rata. Marinasi ayam minimal 2 jam didalam kulkas.
Memasak Dada ayam: Panaskan wajan/ teflon
masak ayam yang sudah dimarinasi di atas wajan.
Sajikan dengan daun ketumbar. Tips: Untuk mendapatkan hasil rasa yang maksimal marinasi ayam minimal 2 jam di dalam kulkas. Oles daging ayam dengan bumbu saat memasak agar bumbu lebih meresap.","1. Menghaluskan Bumbu marinasi: Haluskan bawang merah, bawang putih, jahe, cabe merah keriting dan beri minyak.
2. Menumis Bumbu: Tumis bumbu halus hingga wangi dan tidak langu.
3. Marinasi dada ayam: Di dalam wadah siapkan ayam beri perasan jeruk nipis, balurkan bumbu halus yang sudah diblender, kemudian tambahkan kecap manis, madu, ajinomoto, garam dan lada. Aduk rata. Marinasi ayam minimal 2 jam didalam kulkas.
4. Memasak Dada ayam: Panaskan wajan/ teflon, masak ayam yang sudah dimarinasi di atas wajan.
5. Sajikan dengan daun ketumbar. Tips: Untuk mendapatkan hasil rasa yang maksimal marinasi ayam minimal 2 jam di dalam kulkas. Oles daging ayam dengan bumbu saat memasak agar bumbu lebih meresap.",272.8,29.6,11.5,12.0,https://assets.dapurumami.com/uploads/recipe/ayam-panggang-bumbu-gulai-ob2ltk68-699f028ec65b3.webp
Tumis Pakcoy Jamur Shitake ala SAORI,https://www.dapurumami.com/resep/tumis-pakcoy-jamur-shitake-ala-saori,Aneka Resep,20,4,"Cuci pakcoy hingga bersih kemudian potong menjadi 2 bagian
pisahkan bagian batang dan daun kemudian rendam dengan air hangat jamur shitake
kemudian cuci bersih dan potong memanjang.
Panaskan air lalu rebus batang pakcoy dan jamur shitake hingga agak layu kemudian angkat dan sisihkan.
Kupas bawang putih lalu cincang halus
kemudian cuci dan potong menyerong cabai merah besar.
Siapkan bumbu di mangkuk dengan menambahkan tepung maizena
SAORI Saus Tiram
dan AJI-NO-MOTO MSG
lalu tambahkan air aduk hingga semua bumbu larut dan merata.
Panaskan minyak tumis bawang bombay dan bawang putih hingga harum
masukkan batang pakcoy dan jamur shitake yang sudah direbus tadi
kemudian tambahkan cabai merah lalu diaduk.
Tambahkan daun pakcoy tumis hingga agak layu lalu tuangkan bumbu yang sudah disiapkan tadi
masak hingga matang dan bumbu merata. Tumis pakcoy jamur shitake siap disajikan.","1. Cuci pakcoy hingga bersih kemudian potong menjadi 2 bagian, pisahkan bagian batang dan daun kemudian rendam dengan air hangat jamur shitake, kemudian cuci bersih dan potong memanjang.
2. Panaskan air lalu rebus batang pakcoy dan jamur shitake hingga agak layu kemudian angkat dan sisihkan.
3. Kupas bawang putih lalu cincang halus, kemudian cuci dan potong menyerong cabai merah besar.
4. Siapkan bumbu di mangkuk dengan menambahkan tepung maizena, SAORI Saus Tiram, dan AJI-NO-MOTO MSG, lalu tambahkan air aduk hingga semua bumbu larut dan merata.
5. Panaskan minyak tumis bawang bombay dan bawang putih hingga harum, masukkan batang pakcoy dan jamur shitake yang sudah direbus tadi, kemudian tambahkan cabai merah lalu diaduk.
6. Tambahkan daun pakcoy tumis hingga agak layu lalu tuangkan bumbu yang sudah disiapkan tadi, masak hingga matang dan bumbu merata. Tumis pakcoy jamur shitake siap disajikan.",21.8,0.5,2.5,1.3,https://assets.dapurumami.com/uploads/recipe/tumis-pakcoy-jamur-kuping-fdadk9xf-699e1da0971bf.webp
Tahu Omelette ala AJI-NO-MOTO,https://www.dapurumami.com/resep/tahu-omelette-ala-aji-no-moto,Aneka Resep,20,3,"Potong wortel dan cabai merah besar menjadi kota-kotak berukuran kecil
lalu potong daun bawang tipis-tipis dan potong dadu tahu kemudian sisihkan.
Pecahkan dua butir telur lalu tambahkan lada bubuk
AJI-NO-MOTO MSG
dan garam dapur lalu kocok hingga bumbu tercampur rata.
Tambahkan potongan daun bawang dan cabai merah besar aduk hingga merata
lalu tambahkan tahu yang sudah dipotong dadu tadi.
Panaskan wajan anti lengket berukuran kecil
kemudian tuangkan campuran bahan-bahan tadi ke dalam wajan.
Masak dengan api kecil dan balik setiap sisi hingga matang merata kemudian tahu omelette siap disajikan.","1. Potong wortel dan cabai merah besar menjadi kota-kotak berukuran kecil, lalu potong daun bawang tipis-tipis dan potong dadu tahu kemudian sisihkan.
2. Pecahkan dua butir telur lalu tambahkan lada bubuk, AJI-NO-MOTO MSG, dan garam dapur lalu kocok hingga bumbu tercampur rata.
3. Tambahkan potongan daun bawang dan cabai merah besar aduk hingga merata, lalu tambahkan tahu yang sudah dipotong dadu tadi.
4. Panaskan wajan anti lengket berukuran kecil, kemudian tuangkan campuran bahan-bahan tadi ke dalam wajan.
5. Masak dengan api kecil dan balik setiap sisi hingga matang merata kemudian tahu omelette siap disajikan.",29.0,2.7,0.7,1.7,https://assets.dapurumami.com/uploads/recipe/tahu-omelette-ala-aji-no-moto-c0992c01e5971de42b97e206fc8d6b74.webp
Perkedel Tahu ala AJI-NO-MOTO,https://www.dapurumami.com/resep/perkedel-tahu-ala-aji-no-moto,Aneka Resep,20,6,"Bersihkan dan iris tipis daun bawang kemudian sisihkan
setelah itu kupas dan cincang halus bawang putih.
Lumatkan 200 gr tahu sutra di dalam mangkuk hingga halus menggunakan sendok makan.
Tambahkan daun bawang iris dan bawang putih cincang
kemudian pecahkan 1 butir telur dan tambahkan ke dalam adonan lalu aduk hingga merata.
Bumbui dengan lada
garam dapur
dan AJI-NO-MOTO MSG
aduk hingga bumbu dan bahan tercampur sempurna.
Bentuk melonjong semua adonan menggunakan sendok lalu letakkan ke atas wajan anti lengkel yang sudah diolesi sedikit minyak
masak semuanya hingga matang lalu sajikan.","1. Bersihkan dan iris tipis daun bawang kemudian sisihkan, setelah itu kupas dan cincang halus bawang putih.
2. Lumatkan 200 gr tahu sutra di dalam mangkuk hingga halus menggunakan sendok makan.
3. Tambahkan daun bawang iris dan bawang putih cincang, kemudian pecahkan 1 butir telur dan tambahkan ke dalam adonan lalu aduk hingga merata.
4. Bumbui dengan lada, garam dapur, dan AJI-NO-MOTO MSG, aduk hingga bumbu dan bahan tercampur sempurna.
5. Bentuk melonjong semua adonan menggunakan sendok lalu letakkan ke atas wajan anti lengkel yang sudah diolesi sedikit minyak, masak semuanya hingga matang lalu sajikan.",11.2,0.8,0.2,0.7,https://assets.dapurumami.com/uploads/recipe/perkedel-tahu-7bsinqhg-69934beeddadd.webp
Soup Oyong Soun Wortel ala Sajiku,https://www.dapurumami.com/resep/soup-oyong-soun-wortel-ala-sajiku,Aneka Resep,40,4,"Siapkan sayuran yang akan dipakai dalam soup oyong. Masukkan minyak ke dalam panci lalu masukkan air.
Masukkan bawang merah dan bawang putih aduk lalu masukkan wortel.
Rebus hingga setengah matang.
Masukkan oyong dan telur puyuh. Setelah itu
masukkan Sajiku Bumbu Sayur Sop
aduk rata.
Tuangkan sayuran ke dalam mangkuk berisi soun. Lalu tambahkan bawang goreng dan daun seledri.
Sajikan.","1. Siapkan sayuran yang akan dipakai dalam soup oyong. Masukkan minyak ke dalam panci lalu masukkan air.
2. Masukkan bawang merah dan bawang putih aduk lalu masukkan wortel.
3. Rebus hingga setengah matang.
4. Masukkan oyong dan telur puyuh. Setelah itu, masukkan Sajiku Bumbu Sayur Sop, aduk rata.
5. Tuangkan sayuran ke dalam mangkuk berisi soun. Lalu tambahkan bawang goreng dan daun seledri.
6. Sajikan.",23.8,0.9,3.4,0.8,https://assets.dapurumami.com/uploads/recipe/soup-oyong-bakso-ayam-snvabpt5-e3d98647d0f1c2e9d6ac60993f5b05b6.webp
Chicken Karage Tacos ala Mayumi,https://www.dapurumami.com/resep/chicken-karage-tacos-ala-mayumi,Aneka Resep,20,4,"Marinasi ayam dengan kecap asin
bawang putih bubuk
bawang bombay bubuk simpan dalam kulkas minimal 30 menit.
Selesai marinasi
balur ayam dengan tepung maizena
tepuk tepuk kemudian goreng sampai matang
angkat tiriskan.
Panggang tortilla sampai berwarna kecoklatan. Tips: Untuk membentuk tortilla
panaskan tortilla diatas wajan cukup sampai berwarna kecoklatan. Lalu cetak tortilla menggunakan rolling pin ataupun botol berbentuk sedang.
Siapkan mangkuk
campurkan ayam dengan Mayumi Pedas aduk merata.
Letakkan daging ayam
potongan kol ungu
dan timun ke dalam tortilla.
Sajikan.","1. Marinasi ayam dengan kecap asin, bawang putih bubuk, bawang bombay bubuk simpan dalam kulkas minimal 30 menit.
2. Selesai marinasi, balur ayam dengan tepung maizena, tepuk tepuk kemudian goreng sampai matang, angkat tiriskan.
3. Panggang tortilla sampai berwarna kecoklatan. Tips: Untuk membentuk tortilla, panaskan tortilla diatas wajan cukup sampai berwarna kecoklatan. Lalu cetak tortilla menggunakan rolling pin ataupun botol berbentuk sedang.
4. Siapkan mangkuk, campurkan ayam dengan Mayumi Pedas aduk merata.
5. Letakkan daging ayam, potongan kol ungu, dan timun ke dalam tortilla.
6. Sajikan.",143.5,4.7,8.9,10.1,https://assets.dapurumami.com/uploads/recipe/chicken-karage-saus-bbq-ala-saori-krljmoc9-69553c9eea7f1.webp
Tempe Mendoan Crispy ala Sajiku,https://www.dapurumami.com/resep/tempe-mendoan-crispy-ala-sajiku,Aneka Resep,20,12,"Iris tempe dengan ketebalan 1 cm.
Campur semua bahan bahan kering dengan air
masukkan Sajiku Tempe Crispy
tambahkan daun bawang yang sudah diiris
lalu aduk hingga rata.
Celupkan tempe ke dalam adonan.
Panaskan minyak. Pastikan minyak sudah panas
lalu masukkan tempe yang sudah dibalur adonan.
Goreng hingga kecoklatan. Kemudian tiriskan.
Sajikan dengan sambal kecap.","1. Iris tempe dengan ketebalan 1 cm.
2. Campur semua bahan bahan kering dengan air, masukkan Sajiku Tempe Crispy, tambahkan daun bawang yang sudah diiris, lalu aduk hingga rata.
3. Celupkan tempe ke dalam adonan.
4. Panaskan minyak. Pastikan minyak sudah panas, lalu masukkan tempe yang sudah dibalur adonan.
5. Goreng hingga kecoklatan. Kemudian tiriskan.
6. Sajikan dengan sambal kecap.",9.6,0.5,0.9,0.5,https://assets.dapurumami.com/uploads/recipe/tempe-mendoan-y1msx7ii-6993f44702f6f.webp
Mala Oyster Noodle ala SAORI,https://www.dapurumami.com/resep/mala-oyster-noodle-ala-saori,Aneka Resep,20,2,"Persiapan mie: Rebus mie dengan minyak hingga setengah matang lalu tiriskan lalu beri minyak secukupnya. Sisihkan.
Membuat bumbu halus: Masukkan semua bahan ke dalam blender dan masukkan minyak lalu diblender hingga halus.
Tumisan daging: Masukkan bumbu yang sudah halus ke dalam panci lalu masukkan bawang bombay
tumis dengan api kecil hingga bawang bombay layu
kemudian masukkan daging cincang
saus tiram
lada. Masak hingga matang.
Menumis mie: Masukkan mie ke dalam tumisan daging
masak hingga tercampur rata.
Sajikan dengan topping dan pokcoy di atasnya. Tips: Sizchuan pepper bisa diganti dengan andaliman. Gunakan minyak pada saat merebus mie dan meniriskan mie
supaya mie tidak lengket. Rebus mie setengah matang untuk menghindari mie overcook. Bisa menggunakan tipe mie apapun.","1. Persiapan mie: Rebus mie dengan minyak hingga setengah matang lalu tiriskan lalu beri minyak secukupnya. Sisihkan.
2. Membuat bumbu halus: Masukkan semua bahan ke dalam blender dan masukkan minyak lalu diblender hingga halus.
3. Tumisan daging: Masukkan bumbu yang sudah halus ke dalam panci lalu masukkan bawang bombay, tumis dengan api kecil hingga bawang bombay layu, kemudian masukkan daging cincang, saus tiram, lada. Masak hingga matang.
4. Menumis mie: Masukkan mie ke dalam tumisan daging, masak hingga tercampur rata.
5. Sajikan dengan topping dan pokcoy di atasnya. Tips: Sizchuan pepper bisa diganti dengan andaliman. Gunakan minyak pada saat merebus mie dan meniriskan mie, supaya mie tidak lengket. Rebus mie setengah matang untuk menghindari mie overcook. Bisa menggunakan tipe mie apapun.",408.9,17.7,12.2,31.8,https://assets.dapurumami.com/uploads/recipe/mala-oyster-noodle-by-saori-v4nnfwi8-0ceed79b743b006119d03d54d2c8c8ae.webp
Ayam Lada Hitam ala Masako,https://www.dapurumami.com/resep/ayam-lada-hitam-ala-masako,Aneka Resep,20,3,"Bersihkan daging ayam lalu dipotong dadu kemudian sisihkan.
Cuci paprika hijau
merah
kuning lalu potong memanjang
Kupas bawang putih dan bawang bombay kemudian cincang halus bawang putih sedangkan bawang bombaynya cukup dipotong memanjang.
Panaskan minyak tumis bawang bombay dan bawang putih hingga harum
kemudian masukkan ayam aduk lalu tambahkan kecap manis
lada hitam
dan Masako Gurih Pas.
Ketika bumbu sudah meresap sempurna dan ayam hampir matang tambahkan paprika
tumis semuanya hingga matang lalu sajikan.","1. Bersihkan daging ayam lalu dipotong dadu kemudian sisihkan.
2. Cuci paprika hijau, merah, kuning lalu potong memanjang
3. Kupas bawang putih dan bawang bombay kemudian cincang halus bawang putih sedangkan bawang bombaynya cukup dipotong memanjang.
4. Panaskan minyak tumis bawang bombay dan bawang putih hingga harum, kemudian masukkan ayam aduk lalu tambahkan kecap manis, lada hitam, dan Masako Gurih Pas.
5. Ketika bumbu sudah meresap sempurna dan ayam hampir matang tambahkan paprika, tumis semuanya hingga matang lalu sajikan.",85.3,10.7,1.7,3.3,https://assets.dapurumami.com/uploads/recipe/nugget-ayam-lada-hitam-homemade-uv3361iu-6988bea0a7184.webp
Ikan Bakar Rica-Rica ala AJI-NO-MOTO,https://www.dapurumami.com/resep/ikan-bakar-rica-rica-ala-aji-no-moto,Aneka Resep,25,4,"Sayat ikan dan baluri dengan jeruk nipis
garam juga setengah bagian bumbu olesan ikan untuk proses marinasi. Marinasi selama 15 menit.
Haluskan semua bahan untuk olesan ikan
hingga halus
lalu tumis sampai wangi. Olesi ikan dengan bumbu sembari dibakar.
Haluskan semua bahan untuk sambal rica- rica
tumis hingga harum. Tambahkan AJI-NO-MOTO. Tips: Saat memanggang
gunakan teflon dalam keadaan panas dan berminyak agar ikan tidak lengket di permukaan teflon.
Aduk hingga tercampur rata. Sisihkan.
Sajikan ikan bakar rica dengan sambal dan kemangi.","1. Sayat ikan dan baluri dengan jeruk nipis, garam juga setengah bagian bumbu olesan ikan untuk proses marinasi. Marinasi selama 15 menit.
2. Haluskan semua bahan untuk olesan ikan, hingga halus, lalu tumis sampai wangi. Olesi ikan dengan bumbu sembari dibakar.
3. Haluskan semua bahan untuk sambal rica- rica, tumis hingga harum. Tambahkan AJI-NO-MOTO. Tips: Saat memanggang, gunakan teflon dalam keadaan panas dan berminyak agar ikan tidak lengket di permukaan teflon.
4. Aduk hingga tercampur rata. Sisihkan.
5. Sajikan ikan bakar rica dengan sambal dan kemangi.",37.3,3.3,2.5,2.0,https://assets.dapurumami.com/uploads/recipe/ikan-bakar-tempurung-x7m7giil-6993c6f42830b.webp
Jagung Bakar Pedas Manis ala SAORI,https://www.dapurumami.com/resep/jagung-bakar-pedas-manis-ala-saori,Aneka Resep,20,4,"Sediakan mangkuk
campur Mayumi Original
SAORI Saus Tiram
bubuk cabai
dan bubuk bawang putih. Aduk hingga rata.
Siapkan jagung
balur jagung dengan bumbu tersebut.
Panggang jagung dengan menggunakan teflon hingga matang.
Sajikan dengan jeruk nipis dan taburan bubuk cabai.","1. Sediakan mangkuk, campur Mayumi Original, SAORI Saus Tiram, bubuk cabai, dan bubuk bawang putih. Aduk hingga rata.
2. Siapkan jagung, balur jagung dengan bumbu tersebut.
3. Panggang jagung dengan menggunakan teflon hingga matang.
4. Sajikan dengan jeruk nipis dan taburan bubuk cabai.",49.8,1.0,9.0,1.5,https://assets.dapurumami.com/uploads/recipe/sate-tempe-dan-jagung-bakar-masako-px6bkflm-da4f74f21fb05089b51ab3f6afe4e65c.webp
